captcha,javascript_render,locations,meta,name,parser,profile
False,False,"[{'fqdn': 'wj3b2wtj7u2bzup75tzhnso56bin6bnvsxcbwbfcuvzpc4vcixbywlid.onion', 'title': None, 'version': 3, 'slug': 'http://wj3b2wtj7u2bzup75tzhnso56bin6bnvsxcbwbfcuvzpc4vcixbywlid.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",aka fonix,xinof,False,"['https://www.bleepingcomputer.com/news/security/fonix-ransomware-shuts-down-and-releases-master-decryption-key/', 'https://www.sentinelone.com/labs/the-fonix-raas-new-low-key-threat-with-unnecessary-complexities/']"
False,False,"[{'fqdn': 'spookuhvfyxzph54ikjfwf2mwmxt572krpom7reyayrmxbkizbvkpaid.onion', 'title': 'Spook', 'version': 3, 'slug': 'http://spookuhvfyxzph54ikjfwf2mwmxt572krpom7reyayrmxbkizbvkpaid.onion/blog/', 'available': False, 'updated': '2021-10-26 02:30:31.814279', 'lastscrape': '2021-10-26 02:30:31.814261', 'enabled': False}]",,spook,True,[]
False,False,"[{'fqdn': 'wavbeudogz6byhnardd2lkp2jafims3j7tj6k6qnywchn2csngvtffqd.onion', 'title': None, 'version': 3, 'slug': 'http://wavbeudogz6byhnardd2lkp2jafims3j7tj6k6qnywchn2csngvtffqd.onion', 'available': False, 'updated': '2021-05-01 00:00:00.000000', 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'rampjcdlqvgkoz5oywutpo6ggl7g6tvddysustfl6qzhr5osr24xxqqd.onion', 'title': 'Log in | RAMP', 'version': 3, 'slug': 'http://rampjcdlqvgkoz5oywutpo6ggl7g6tvddysustfl6qzhr5osr24xxqqd.onion', 'available': True, 'updated': '2025-06-17 04:09:50.906377', 'lastscrape': '2025-06-17 04:09:50.906363', 'enabled': True}, {'fqdn': 'ramp4u5iz4xx75vmt6nk5xfrs5mrmtokzszqxhhkjqlk7pbwykaz7zid.onion', 'title': None, 'version': 3, 'slug': 'http://ramp4u5iz4xx75vmt6nk5xfrs5mrmtokzszqxhhkjqlk7pbwykaz7zid.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,RAMP,False,"['https://ke-la.com/new-russian-speaking-forum-a-new-place-for-raas/', 'https://www.toolbox.com/tech/security/news/russian-darknet-forum-ramp-reemerges-with-chinese-speaking-hackers-at-the-wheel/', 'https://www.linkedin.com/pulse/am-i-new-admin-cybercrime-forum-ramp-ayesha-prakash']"
False,False,"[{'fqdn': '54bb47h5qu4k7l4d7v5ix3i6ak6elysn3net4by4ihmvrhu7cvbskoqd.onion', 'title': 'BLOG', 'version': 3, 'slug': 'http://54bb47h5qu4k7l4d7v5ix3i6ak6elysn3net4by4ihmvrhu7cvbskoqd.onion/blog', 'available': False, 'updated': '2021-11-13 03:45:10.144430', 'lastscrape': '2021-11-13 03:45:10.144411', 'enabled': False}, {'fqdn': '54bb47h.blog', 'title': None, 'version': 0, 'slug': 'http://54bb47h.blog', 'available': False, 'updated': '2022-04-13 03:32:39.807348', 'lastscrape': '2022-04-13 03:32:39.807334', 'enabled': False}]",,sabbath,False,['https://www.mandiant.com/resources/sabbath-ransomware-affiliate']
False,False,"[{'fqdn': 'quantum445bh3gzuyilxdzs5xdepf3b7lkcupswvkryf3n7hgzpxebid.onion', 'title': 'Quantum Blog', 'version': 3, 'slug': 'http://quantum445bh3gzuyilxdzs5xdepf3b7lkcupswvkryf3n7hgzpxebid.onion/', 'available': False, 'updated': '2024-01-16 02:22:14.042116', 'lastscrape': '2024-01-16 02:22:14.042106', 'enabled': False}, {'fqdn': '22rnyep2aa2exx3fdm26p4onwjfmhciodb55v5l3w4iny7e5bxpg3yad.onion', 'title': 'Secure Chat', 'version': 3, 'slug': 'http://22rnyep2aa2exx3fdm26p4onwjfmhciodb55v5l3w4iny7e5bxpg3yad.onion/', 'available': False, 'updated': '2022-08-29 08:26:24.323677', 'lastscrape': '2022-08-29 08:26:24.323662', 'enabled': False}]",,quantum,True,[]
False,False,"[{'fqdn': 'qd7pcafncosqfqu3ha6fcx4h6sr7tzwagzpcdcnytiw3b6varaeqv5yd.onion', 'title': None, 'version': 3, 'slug': 'https://qd7pcafncosqfqu3ha6fcx4h6sr7tzwagzpcdcnytiw3b6varaeqv5yd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'medusaxko7jxtrojdkxo66j7ck4q5tgktf7uqsqyfry4ebnxlcbkccyd.onion', 'title': 'Human Verify', 'version': 3, 'slug': 'http://medusaxko7jxtrojdkxo66j7ck4q5tgktf7uqsqyfry4ebnxlcbkccyd.onion/api/search?company=&page=0', 'available': False, 'updated': '2024-03-01 15:09:45.853156', 'lastscrape': '2024-03-01 15:09:45.853141', 'enabled': False}, {'fqdn': 'medusakxxtp3uo7vusntvubnytaph4d3amxivbggl3hnhpk2nmus34yd.onion', 'title': 'Medusa Chat', 'version': 3, 'slug': 'http://medusakxxtp3uo7vusntvubnytaph4d3amxivbggl3hnhpk2nmus34yd.onion', 'available': False, 'updated': '2024-05-28 08:14:54.254686', 'lastscrape': '2024-05-28 08:14:54.254673', 'enabled': False}, {'fqdn': 'xfv4jzckytb4g3ckwemcny3ihv4i5p4lqzdpi624cxisu35my5fwi5qd.onion', 'title': 'Human Verify', 'version': 3, 'slug': 'http://xfv4jzckytb4g3ckwemcny3ihv4i5p4lqzdpi624cxisu35my5fwi5qd.onion/api/search?company=&page=0', 'available': True, 'updated': '2025-06-17 04:09:53.288009', 'lastscrape': '2025-06-17 04:09:53.287995', 'enabled': True}, {'fqdn': 'osintcorp.net', 'title': 'Just a moment...', 'version': 0, 'slug': 'https://osintcorp.net', 'available': True, 'updated': '2025-06-17 04:09:54.170328', 'lastscrape': '2025-06-17 04:09:54.170314', 'enabled': True}, {'fqdn': 'kyfiw76eol6ph2mq7pi5e5tdvce37bicddhai62qhdc5ja6jdchz4qqd.onion', 'title': 'Human Verify', 'version': 3, 'slug': 'http://kyfiw76eol6ph2mq7pi5e5tdvce37bicddhai62qhdc5ja6jdchz4qqd.onion', 'available': False, 'updated': '2024-07-30 04:05:47.074529', 'lastscrape': '2024-07-30 04:05:47.074517', 'enabled': True}, {'fqdn': 's7lmmhlt3iwnwirxvgjidl6omcblvw2rg75txjfduy73kx5brlmiulad.onion', 'title': 'Human Verify', 'version': 3, 'slug': 'http://s7lmmhlt3iwnwirxvgjidl6omcblvw2rg75txjfduy73kx5brlmiulad.onion', 'available': True, 'updated': '2025-06-17 04:10:09.911748', 'lastscrape': '2025-06-17 04:10:09.911735', 'enabled': True}, {'fqdn': 'cx5u7zxbvrfyoj6ughw76oa264ucuuizmmzypwum6ear7pct4yc723qd.onion', 'title': 'Human Verify', 'version': 3, 'slug': 'http://cx5u7zxbvrfyoj6ughw76oa264ucuuizmmzypwum6ear7pct4yc723qd.onion', 'available': False, 'updated': '2025-05-18 18:05:43.675681', 'lastscrape': '2025-05-18 18:05:43.675669', 'enabled': True}, {'fqdn': '62foekhv5humjrfwjdyd2dgextpbf5i7obguhwvfoghmu3nxpkmxlcid.onion', 'title': None, 'version': 3, 'slug': 'http://62foekhv5humjrfwjdyd2dgextpbf5i7obguhwvfoghmu3nxpkmxlcid.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,medusa,True,[]
False,True,"[{'fqdn': 'hl66646wtlp2naoqnhattngigjp5palgqmbwixepcjyq5i534acgqyad.onion', 'title': 'News', 'version': 3, 'slug': 'http://hl66646wtlp2naoqnhattngigjp5palgqmbwixepcjyq5i534acgqyad.onion', 'available': False, 'updated': '2023-11-02 06:12:45.396995', 'lastscrape': '2023-11-02 06:12:45.396980', 'enabled': False}, {'fqdn': 'snatch.press', 'title': 'News', 'version': 0, 'slug': 'http://snatch.press', 'available': False, 'updated': '2022-12-13 06:20:17.094553', 'lastscrape': '2022-12-13 06:20:17.094536', 'enabled': False}, {'fqdn': 'dwhyj2.top', 'title': 'dwhyj2.top', 'version': 0, 'slug': 'http://dwhyj2.top', 'available': True, 'updated': '2025-06-17 04:11:03.843380', 'lastscrape': '2025-06-17 04:11:03.843366', 'enabled': True}, {'fqdn': 'filesnatchcloud.top', 'title': 'Website filesnatchcloud.top is ready. The content ', 'version': 0, 'slug': 'https://filesnatchcloud.top', 'available': False, 'updated': '2023-12-25 22:11:51.693066', 'lastscrape': '2023-12-25 22:11:51.693052', 'enabled': False}, {'fqdn': 'sn76920193ch.top', 'title': None, 'version': 0, 'slug': 'http://sn76920193ch.top', 'available': False, 'updated': '2025-01-14 08:05:31.822741', 'lastscrape': '2025-01-14 08:05:31.822729', 'enabled': True}, {'fqdn': 'snatchnews.top', 'title': 'Just a moment...', 'version': 0, 'slug': 'https://snatchnews.top', 'available': False, 'updated': '2024-12-16 00:17:18.551988', 'lastscrape': '2024-12-16 00:17:18.551975', 'enabled': True}, {'fqdn': 'sntech2ch.top', 'title': 'www.karolinakrolinteriors.pl | 502: Bad gateway', 'version': 0, 'slug': 'http://sntech2ch.top', 'available': False, 'updated': '2025-03-20 00:14:58.318276', 'lastscrape': '2025-03-20 00:14:58.318263', 'enabled': True}, {'fqdn': 'snatchteam.cc', 'title': 'Origin DNS error | snatchteam.cc | Cloudflare', 'version': 0, 'slug': 'https://snatchteam.cc', 'available': False, 'updated': '2024-09-13 16:07:17.587418', 'lastscrape': '2024-09-13 16:07:17.587404', 'enabled': True}]",,snatch,True,"['https://t.me/snatch_news', 'https://lifars.com/wp-content/uploads/2020/07/Snatch-Ransomware-Malware-Analysis-Case-Study.pdf', 'https://news.sophos.com/en-us/2019/12/09/snatch-ransomware-reboots-pcs-into-safe-mode-to-bypass-protection/', 'https://thedfirreport.com/2020/06/21/snatch-ransomware/']"
False,False,"[{'fqdn': 'midasbkic5eyfox4dhnijkzc7v7e4hpmsb2qgux7diqbpna4up4rtdad.onion', 'title': 'Info', 'version': 3, 'slug': 'http://midasbkic5eyfox4dhnijkzc7v7e4hpmsb2qgux7diqbpna4up4rtdad.onion/blog.php', 'available': False, 'updated': '2022-04-15 00:21:18.326838', 'lastscrape': '2022-04-15 00:21:18.326820', 'enabled': False}]",,midas,True,[]
True,False,"[{'fqdn': 'leaksv7sroztl377bbohzl42i3ddlfsxopcb6355zc7olzigedm5agad.onion', 'title': 'Entropy hall of fall', 'version': 3, 'slug': 'http://leaksv7sroztl377bbohzl42i3ddlfsxopcb6355zc7olzigedm5agad.onion/posts', 'available': False, 'updated': '2022-02-27 08:16:28.769236', 'lastscrape': '2022-02-27 08:16:28.769221', 'enabled': False}]",captcha prevents indexing,entropy,False,[]
False,False,"[{'fqdn': 'robinhoodleaks.tumblr.com', 'title': 'Not found.', 'version': 0, 'slug': 'https://robinhoodleaks.tumblr.com', 'available': False, 'updated': '2022-12-11 04:36:25.155677', 'lastscrape': '2022-12-11 04:36:25.155665', 'enabled': False}]",,robinhood,False,"['https://www.sentinelone.com/labs/robinhood-ransomware-coolmaker-functions-not-so-cool/', 'https://blog.malwarebytes.com/threat-spotlight/2020/02/threat-spotlight-robbinhood-ransomware-takes-the-drivers-seat/', 'previous parser: Z3JlcCAnPGgyIGNsYXNzPSJ0aXRsZSInIHNvdXJjZS9yb2Jpbmhvb2QtKi5odG1sIC0tbm8tZmlsZW5hbWUgfCBjdXQgLWQgJz4nIC1mIDMgfCBjdXQgLWQgJzwnIC1mIDE=']"
False,True,"[{'fqdn': 'mosesstaffm7hptp.onion', 'title': None, 'version': 2, 'slug': 'http://mosesstaffm7hptp.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'moses-staff.se', 'title': 'Database Error', 'version': 0, 'slug': 'https://moses-staff.se/activities/', 'available': False, 'updated': '2025-05-03 12:08:20.902685', 'lastscrape': '2025-05-03 12:08:20.902674', 'enabled': True}]",not a ransomware group,mosesstaff,True,"['https://twitter.com/moses_staff_se', 'https://t.me/moses_staff_links', 'https://t.me/moses_staff_se_8', 'https://www.zdnet.com/article/mosesstaff-attackers-deploy-ransomware-on-your-systems-no-payment-no-decryption-possible/', 'https://research.checkpoint.com/2021/mosesstaff-targeting-israeli-companies/']"
False,False,"[{'fqdn': 'z6mikrtphid5fmn52nbcbg25tj57sowlm3oc25g563yvsfmygkcxqbyd.onion', 'title': 'CoomingProject announcement', 'version': 3, 'slug': 'http://z6mikrtphid5fmn52nbcbg25tj57sowlm3oc25g563yvsfmygkcxqbyd.onion', 'available': False, 'updated': '2022-02-04 23:26:54.456975', 'lastscrape': '2022-02-04 23:26:54.456960', 'enabled': False}, {'fqdn': 'teo7aj5mfgzxyeme.onion', 'title': None, 'version': 2, 'slug': 'http://teo7aj5mfgzxyeme.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",previous clearnet domain coomingproject.com,cooming,False,[]
False,False,"[{'fqdn': 'hitleransomware.cf', 'title': 'Error Response Page', 'version': 0, 'slug': 'http://hitleransomware.cf', 'available': False, 'updated': '2022-11-24 08:34:48.941969', 'lastscrape': '2022-11-24 08:34:48.941955', 'enabled': False}]",,aGl0bGVyCg,False,[]
False,False,"[{'fqdn': 'gamol6n6p2p4c3ad7gxmx3ur7wwdwlywebo2azv3vv5qlmjmole2zbyd.onion', 'title': 'We Are Rook!!!', 'version': 3, 'slug': 'http://gamol6n6p2p4c3ad7gxmx3ur7wwdwlywebo2azv3vv5qlmjmole2zbyd.onion', 'available': False, 'updated': '2022-01-26 15:24:16.586837', 'lastscrape': '2022-01-26 15:24:16.586824', 'enabled': False}]",,rook,True,"['https://www.sentinelone.com/labs/new-rook-ransomware-feeds-off-the-code-of-babuk/', 'https://www.bleepingcomputer.com/news/security/rook-ransomware-is-yet-another-spawn-of-the-leaked-babuk-code/']"
False,False,"[{'fqdn': 'tdoe2fiiamwkiadhx2a4dfq56ztlqhzl2vckgwmjtoanfaya4kqvvvyd.onion', 'title': None, 'version': 3, 'slug': 'http://tdoe2fiiamwkiadhx2a4dfq56ztlqhzl2vckgwmjtoanfaya4kqvvvyd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'darktorhvabc652txfc575oendhykqcllb7bh7jhhsjduocdlyzdbmqd.onion', 'title': None, 'version': 3, 'slug': 'http://darktorhvabc652txfc575oendhykqcllb7bh7jhhsjduocdlyzdbmqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",nodes or hosts with no current attribution or identification,unknown,False,[]
False,False,"[{'fqdn': 't2tqvp4pctcr7vxhgz5yd5x4ino5tw7jzs3whbntxirhp32djhi7q3id.onion', 'title': None, 'version': 3, 'slug': 'http://t2tqvp4pctcr7vxhgz5yd5x4ino5tw7jzs3whbntxirhp32djhi7q3id.onion', 'available': False, 'updated': '2023-04-14 04:13:14.485696', 'lastscrape': '2023-04-14 04:13:14.485680', 'enabled': False}]",,rransom,False,[]
False,False,"[{'fqdn': 'babydovegkmhbontykziyq7qivwzy33mu4ukqefe4mqpiiwd3wibnjqd.onion', 'title': None, 'version': 3, 'slug': 'http://babydovegkmhbontykziyq7qivwzy33mu4ukqefe4mqpiiwd3wibnjqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,babyduck,False,['https://twitter.com/PolarToffee/status/1445873002801889280?s=20']
False,False,"[{'fqdn': 'alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion', 'title': 'THIS WEBSITE HAS BEEN SEIZED', 'version': 3, 'slug': 'http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/api/blog/all/0/6', 'available': False, 'updated': '2024-06-25 18:15:21.514696', 'lastscrape': '2024-06-25 18:15:21.514683', 'enabled': True}, {'fqdn': '2cuqgeerjdba2rhdiviezodpu3lc4qz2sjf4qin6f7std2evleqlzjid.onion', 'title': None, 'version': 3, 'slug': 'http://2cuqgeerjdba2rhdiviezodpu3lc4qz2sjf4qin6f7std2evleqlzjid.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'vqifktlreqpudvulhbzmc5gocbeawl67uvs2pttswemdorbnhaddohyd.onion', 'title': '404 Not Found', 'version': 3, 'slug': 'http://vqifktlreqpudvulhbzmc5gocbeawl67uvs2pttswemdorbnhaddohyd.onion/search', 'available': False, 'updated': '2024-06-25 16:17:19.442292', 'lastscrape': '2024-06-25 16:17:19.442277', 'enabled': True}, {'fqdn': 'alphvuzxyxv6ylumd2ngp46xzq3pw6zflomrghvxeuks6kklberrbmyd.onion', 'title': 'Error response', 'version': 3, 'slug': 'http://alphvuzxyxv6ylumd2ngp46xzq3pw6zflomrghvxeuks6kklberrbmyd.onion/api/blog/brief/0/100', 'available': False, 'updated': '2024-03-09 15:13:33.967473', 'lastscrape': '2024-03-09 15:13:33.967460', 'enabled': False}]",aka blackcat - fileserver `ihoqnxnvdwybrv6kiteiesjc3ic6du6axtv3arouxr6ddswrxa2wrbyd.onion`,alphv,True,"['https://therecord.media/alphv-blackcat-is-the-first-professional-ransomware-gang-to-use-rust/', 'https://www.bleepingcomputer.com/news/security/alphv-blackcat-this-years-most-sophisticated-ransomware/', 'https://securityaffairs.co/wordpress/126022/cyber-crime/inetum-hit-by-blackcat-ransomware.html', 'https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/noberus-blackcat-alphv-rust-ransomware']"
False,False,"[{'fqdn': '7k4yyskpz3rxq5nyokf6ztbpywzbjtdfanweup3skctcxopmt7tq7eid.onion', 'title': '|*| CRYP70N1C0D3 Team |*|', 'version': 3, 'slug': 'http://7k4yyskpz3rxq5nyokf6ztbpywzbjtdfanweup3skctcxopmt7tq7eid.onion/databases.html', 'available': False, 'updated': '2025-06-16 08:07:22.668246', 'lastscrape': '2025-06-16 08:07:22.668232', 'enabled': True}]","not a ransomware group, also ref 7k4y[...]7eid.onion/documents.html",cryp70n1c0d3,True,[]
False,False,"[{'fqdn': 'dreadytofatroptsdj6io7l3xptbet6onoyno2yv7jicoxknyazubrad.onion', 'title': 'dread Access Queue', 'version': 3, 'slug': 'http://dreadytofatroptsdj6io7l3xptbet6onoyno2yv7jicoxknyazubrad.onion', 'available': False, 'updated': '2023-08-06 12:12:19.467263', 'lastscrape': '2023-08-06 12:12:19.467249', 'enabled': False}]",marketplace - not a ransomware group,dread,False,[]
False,False,"[{'fqdn': 'giphvoitymatg4cv7bxqh5dz6sn6bfscywoat4qtslztkomf5lavrayd.onion', 'title': 'Threat Actors | Onion Forums  - Internal Error', 'version': 3, 'slug': 'http://giphvoitymatg4cv7bxqh5dz6sn6bfscywoat4qtslztkomf5lavrayd.onion', 'available': False, 'updated': '2023-06-01 18:12:23.895411', 'lastscrape': '2023-06-01 18:12:23.895395', 'enabled': False}]","closed forum, access sold from https://sellix.io/atwforums",againstthewest,False,[]
False,False,"[{'fqdn': 'matmq3z3hiovia3voe2tix2x54sghc3tszj74xgdy4tqtypoycszqzqd.onion', 'title': 'HolyGhost', 'version': 3, 'slug': 'http://matmq3z3hiovia3voe2tix2x54sghc3tszj74xgdy4tqtypoycszqzqd.onion', 'available': False, 'updated': '2022-04-22 17:36:43.267006', 'lastscrape': '2022-04-22 17:36:43.266991', 'enabled': False}]",,holyghost,False,[]
False,False,"[{'fqdn': 'gg5ryfgogainisskdvh4y373ap3b2mxafcibeh2lvq5x7fx76ygcosad.onion', 'title': 'Night Sky', 'version': 3, 'slug': 'http://gg5ryfgogainisskdvh4y373ap3b2mxafcibeh2lvq5x7fx76ygcosad.onion', 'available': False, 'updated': '2022-01-25 05:22:25.823033', 'lastscrape': '2022-01-25 05:22:25.823021', 'enabled': False}]",,nightsky,True,"['https://t.me/arvin_club/5081', 'https://twitter.com/malwrhunterteam/status/1477381209147723788?s=20']"
False,False,"[{'fqdn': 'u67aylig7i6l657wxmp274eoilaowhp3boljowa6bli63rxyzfzsbtyd.onion', 'title': 'Ransomware - Control Panel', 'version': 3, 'slug': 'http://u67aylig7i6l657wxmp274eoilaowhp3boljowa6bli63rxyzfzsbtyd.onion', 'available': False, 'updated': '2022-03-03 18:21:44.305019', 'lastscrape': '2022-03-03 18:21:44.305006', 'enabled': False}, {'fqdn': 'cartelirsn5l54ehcbalyyqtfb3j7be2rpvf6ujayaf5qqmg3vlwiayd.onion', 'title': None, 'version': 3, 'slug': 'http://cartelirsn5l54ehcbalyyqtfb3j7be2rpvf6ujayaf5qqmg3vlwiayd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'cartelraqonekult2cxbzzz2ukiff7v6cav3w373uuhenybgqulxm5id.onion', 'title': 'Ransom Cartel', 'version': 3, 'slug': 'http://cartelraqonekult2cxbzzz2ukiff7v6cav3w373uuhenybgqulxm5id.onion/company/auth', 'available': False, 'updated': '2023-01-19 18:27:40.170188', 'lastscrape': '2023-01-19 18:27:40.170172', 'enabled': False}]",,ransomcartel,False,"['https://t.me/arvin_club/5075', 'https://twitter.com/i/web/status/1476488238521065476']"
False,False,"[{'fqdn': 'adminavf4cikzbv6mbbp7ujpwhygnn2t3egiz2pswldj32krrml42wyd.onion', 'title': 'Admin Locker', 'version': 3, 'slug': 'http://adminavf4cikzbv6mbbp7ujpwhygnn2t3egiz2pswldj32krrml42wyd.onion', 'available': False, 'updated': '2022-05-20 03:49:03.507418', 'lastscrape': '2022-05-20 03:49:03.507403', 'enabled': False}]",extensions .admin1 .admin2 .admin3 .1admin .2admin .3admin,adminlocker,False,['http://t.me/dotADMINbot']
False,False,"[{'fqdn': 'chat5sqrnzqewampznybomgn4hf2m53tybkarxk4sfaktwt7oqpkcvyd.onion', 'title': None, 'version': 3, 'slug': 'http://chat5sqrnzqewampznybomgn4hf2m53tybkarxk4sfaktwt7oqpkcvyd.onion/gate.php', 'available': False, 'updated': '2022-12-19 08:23:20.545407', 'lastscrape': '2022-12-19 08:23:20.545396', 'enabled': False}]",,sugar,False,"['https://tria.ge/211112-lbfz1adab7', 'https://medium.com/walmartglobaltech/sugar-ransomware-a-new-raas-a5d94d58d9fb', 'https://www.bleepingcomputer.com/news/security/a-look-at-the-new-sugar-ransomware-demanding-low-ransoms/']"
False,False,"[{'fqdn': 'zeonrefpbompx6rwdqa5hxgtp2cxgfmoymlli3azoanisze33pp3x3yd.onion', 'title': 'ZEON.Recovery - Enter the key', 'version': 3, 'slug': 'http://zeonrefpbompx6rwdqa5hxgtp2cxgfmoymlli3azoanisze33pp3x3yd.onion/chat', 'available': False, 'updated': '2023-02-28 10:14:48.862517', 'lastscrape': '2023-02-28 10:14:48.862503', 'enabled': False}]",,zeon,False,['https://id-ransomware.blogspot.com/2022/02/']
False,False,"[{'fqdn': 'gcbejm2rcjftouqbxuhimj5oroouqcuxb2my4raxqa7efkz5bd5464id.onion', 'title': 'Free Civilian', 'version': 3, 'slug': 'http://gcbejm2rcjftouqbxuhimj5oroouqcuxb2my4raxqa7efkz5bd5464id.onion', 'available': False, 'updated': '2023-06-01 18:12:41.222914', 'lastscrape': '2023-06-01 18:12:41.222680', 'enabled': False}]",not a ransomware group,freecivilian,True,[]
False,False,"[{'fqdn': 'vbfqeh5nugm6r2u2qvghsdxm3fotf5wbxb5ltv6vw77vus5frdpuaiid.onion', 'title': 'Pandora Data Leak', 'version': 3, 'slug': 'http://vbfqeh5nugm6r2u2qvghsdxm3fotf5wbxb5ltv6vw77vus5frdpuaiid.onion', 'available': False, 'updated': '2022-05-03 11:24:22.895487', 'lastscrape': '2022-05-03 11:24:22.895473', 'enabled': False}, {'fqdn': 'pandoraxyz.xyz', 'title': None, 'version': 0, 'slug': 'http://pandoraxyz.xyz', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,pandora,True,['contact@pandoraxyz.xyz']
False,False,"[{'fqdn': '3slz4povugieoi3tw7sblxoowxhbzxeju427cffsst5fo2tizepwatid.onion', 'title': 'Database Shop', 'version': 3, 'slug': 'http://3slz4povugieoi3tw7sblxoowxhbzxeju427cffsst5fo2tizepwatid.onion/datashop.html', 'available': False, 'updated': '2022-05-09 22:27:33.062746', 'lastscrape': '2022-05-09 22:27:33.062729', 'enabled': False}, {'fqdn': 'h3reihqb2y7woqdary2g3bmk3apgtxuyhx4j2ftovbhe3l5svev7bdyd.onion', 'title': 'Stormous _ official Site', 'version': 3, 'slug': 'http://h3reihqb2y7woqdary2g3bmk3apgtxuyhx4j2ftovbhe3l5svev7bdyd.onion/stm.html', 'available': False, 'updated': '2023-09-30 22:08:06.869555', 'lastscrape': '2023-09-30 22:08:06.869539', 'enabled': False}, {'fqdn': 'ransekgbpijp56bflufgxptwn5hej2rztx423v6sim2zrzz7xetnr2qd.onion', 'title': 'RANSTREET | STORMOUS Ransomware', 'version': 3, 'slug': 'http://ransekgbpijp56bflufgxptwn5hej2rztx423v6sim2zrzz7xetnr2qd.onion', 'available': False, 'updated': '2023-12-27 02:19:40.183937', 'lastscrape': '2023-12-27 02:19:40.183925', 'enabled': False}, {'fqdn': 'pdcizqzjitsgfcgqeyhuee5u6uki6zy5slzioinlhx6xjnsw25irdgqd.onion', 'title': 'StormouS.X V.4', 'version': 3, 'slug': 'http://pdcizqzjitsgfcgqeyhuee5u6uki6zy5slzioinlhx6xjnsw25irdgqd.onion', 'available': True, 'updated': '2025-06-17 04:12:00.743499', 'lastscrape': '2025-06-17 04:12:00.743485', 'enabled': True}, {'fqdn': 'stmxylixiz4atpmkspvhkym4xccjvpcv3v67uh3dze7xwwhtnz4faxid.onion', 'title': 'StormouS.X BLOG | Official blog', 'version': 3, 'slug': 'http://stmxylixiz4atpmkspvhkym4xccjvpcv3v67uh3dze7xwwhtnz4faxid.onion', 'available': False, 'updated': '2024-02-29 03:13:36.649823', 'lastscrape': '2024-02-29 03:13:36.649813', 'enabled': False}]",also h3re...bdyd.onion/shop.html,stormous,True,['stormouss21@dnmx.org']
False,False,"[{'fqdn': 'leaktheanalyst.fireeye62c3da3fnosymmmcqcty7rl7cjucpbkzaz275a4qs5fgkzhad.onion', 'title': '#LeakTheAnalyst', 'version': 3, 'slug': 'http://leaktheanalyst.fireeye62c3da3fnosymmmcqcty7rl7cjucpbkzaz275a4qs5fgkzhad.onion/', 'available': False, 'updated': '2022-08-05 10:37:16.160568', 'lastscrape': '2022-08-05 10:37:16.160554', 'enabled': False}]",not a ransomware group,leaktheanalyst,True,[]
False,False,"[{'fqdn': 'ranionv3j2o7wrn3um6de33eccbchhg32mkgnnoi72enkpp7jc25h3ad.onion', 'title': None, 'version': 3, 'slug': 'http://ranionv3j2o7wrn3um6de33eccbchhg32mkgnnoi72enkpp7jc25h3ad.onion', 'available': False, 'updated': '2025-01-26 02:27:44.121676', 'lastscrape': '2025-01-26 02:27:44.121665', 'enabled': True}, {'fqdn': 'ssg3qvvuilseciagm4nixjqu3rsiheny5lifjnwt6o5ann64iocy64ad.onion', 'title': None, 'version': 3, 'slug': 'http://ssg3qvvuilseciagm4nixjqu3rsiheny5lifjnwt6o5ann64iocy64ad.onion', 'available': True, 'updated': '2025-06-17 04:12:16.865807', 'lastscrape': '2025-06-17 04:12:16.865794', 'enabled': True}]",,ranion,False,[]
