Risk,Title,URL,Tags,Access,Author,Local,Remote,CVE,CWE
High,Inteno IOPSYS 3.16.4 Root Filesystem Access,https://cxsecurity.com/issue/WLB-2021010140,Henrik Pedersen,Remote,Henrik Pedersen,No,Yes,N/A,N/A
Medium,Newfuture Trojan V.1.0 BETA 1 / Insecure Permissions,https://cxsecurity.com/issue/WLB-2021010139,malvuln,Local,,Yes,No,N/A,N/A
Low,osTicket 1.14.2 SSRF,https://cxsecurity.com/issue/WLB-2021010138,"CVE, Talat Mehmood",Remote,Talat Mehmood,No,Yes,CVE-2020-24881,N/A
High,Cisco UCS Manager 2.2(1d) Remote Command Execution,https://cxsecurity.com/issue/WLB-2021010137,"CVE, CWE, liquidsky",Remote,liquidsky,No,Yes,CVE-2015-6435,CWE-78
High,IBM Spectrum LSF 10.1 / 10.2 Hardcoded Eauth Key / Eauth Key Exposure,https://cxsecurity.com/issue/WLB-2021010136,"CVE, John Fitzpatrick",Local,John Fitzpatrick,Yes,No,CVE-2020-4983,CWE-77
High,Life Insurance Management System 1.0 Shell Upload,https://cxsecurity.com/issue/WLB-2021010135,"CWE, Aitor Herrero",Remote,Aitor Herrero,No,Yes,N/A,CWE-264
Low,ZynOS rom-0 Flaw Scanner,https://cxsecurity.com/issue/WLB-2021010134,Todor Donev,Remote,Todor Donev,No,Yes,N/A,N/A
Med.,Aplikasi Kartu Pelajar Vulnerability arbitrary file upload with CSRF(indonesian school),https://cxsecurity.com/issue/WLB-2021010133,Meicookies,Remote,,,,,
High,Erlang Cookie Remote Code Execution,https://cxsecurity.com/issue/WLB-2021010132,1F98D,Remote,,,,,
Med.,wordpress-newsletter * wordpress plugin * SQL Injection,https://cxsecurity.com/issue/WLB-2021010131,Abolfazl Feyz,Remote,,,,,
High,Backdoor.Win32.Mnets / Remote Stack Buffer Overflow (UDP Proto),https://cxsecurity.com/issue/WLB-2021010130,malvuln,Remote,,,,,
High,Backdoor.Win32.Whgrx / Remote Host Header Stack Buffer Overflow,https://cxsecurity.com/issue/WLB-2021010129,malvuln,Remote,,,,,
Low,adobe connect 10 Local File Disclosure / Download,https://cxsecurity.com/issue/WLB-2021010128,h4shur,Remote,,,,,
Low,Netsia SEBA+ 0.16.1 Authentication Bypass and Add Root User (Metasploit),https://cxsecurity.com/issue/WLB-2021010127,Özkan Mustafa AKKUŞ,Remote,,,,,
Low,PHP-Fusion 9.03.90 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2021010126,"CVE, CWE, Mohamed Oosman B S",Remote,,,,,
High,Backdoor.Win32.Nucleroot.bi - MaskPE 2.0 / File Based Buffer Overflow,https://cxsecurity.com/issue/WLB-2021010125,malvuln,Remote,,,,,
CVE-2024-50066,"In the Linux kernel, the following vulnerability has been resolved: mm/mremap: fix move_normal_pmd/retract_page_tables race In mremap(), move_page_tables() looks at the type of the PMD entry and the specified address range to figure out by which method the next chunk of page table entries should be moved. At that point, the mmap_lock is held in ...",https://cxsecurity.com/cveshow/CVE-2024-50066/,,,,,,,
High,Backdoor.Win32.Ketch.i / SEH Remote Stack Buffer Overflow,https://cxsecurity.com/issue/WLB-2021010121,malvuln,Remote,,No,Yes,N/A,N/A
High,Laravel 8.4.2 Remote Code Execution,https://cxsecurity.com/issue/WLB-2021010120,SunCSR Team,Remote,SunCSR Team,No,Yes,N/A,N/A
High,Backdoor.Win32.Ncx.bt / Remote Stack Buffer Overflow,https://cxsecurity.com/issue/WLB-2021010119,malvuln,Remote,,No,Yes,N/A,N/A
Low,WordPress Easy Contact Form 1.1.7 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010118,"CWE, Rahul Ramakant Singh",Remote,Rahul Ramakant Singh,No,Yes,N/A,CWE-79
Medium,Cemetry Mapping and Information System 1.0 Multiple SQL Injections,https://cxsecurity.com/issue/WLB-2021010117,"CWE, Mesut Cetin",Remote,Mesut Cetin,No,Yes,N/A,CWE-89
Medium,Netsia SEBA+ 0.16.1 Authentcation Bypass / Add Root User,https://cxsecurity.com/issue/WLB-2021010116,AkkuS,Remote,AkkuS,No,Yes,N/A,N/A
High,E-Learning System 1.0 SQL Injection / Shell Upload,https://cxsecurity.com/issue/WLB-2021010115,"CWE, Saurav Shukla",Remote,Saurav Shukla,No,Yes,N/A,"CWE-89
Low,Online Hotel Reservation System 1.0 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2021010114,"CWE, Mesut Cetin",Remote,Mesut Cetin,No,Yes,N/A,CWE-352
Medium,Online Hotel Reservation System 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2021010113,"CWE, Mesut Cetin",Remote,Mesut Cetin,No,Yes,N/A,CWE-89
Medium,Online Hotel Reservation System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010112,"CWE, Mesut Cetin",Remote,Mesut Cetin,No,Yes,N/A,CWE-79
Medium,BACKDOOR.WIN32.KETCH.A / Remote SEH Stack Buffer Overflow,https://cxsecurity.com/issue/WLB-2021010111,malvuln,Remote,,No,Yes,N/A,N/A
Medium,Pepperl+Fuchs IO-Link Master Series 1.36 CSRF / XSS / Command Injection,https://cxsecurity.com/issue/WLB-2021010110,"CVE, CWE, T. Weber",Remote,T. Weber,No,Yes,CVE-2020-12513 | CVE-2020-12514 | CVE-2020-12511 | CVE-2020-12512 | CVE-2017-16544,"CWE-79
Medium,flatCore CMS XSS / File Disclosure / SQL Injection,https://cxsecurity.com/issue/WLB-2021010109,"CVE, CWE, Calvin Phang",Remote,Calvin Phang,No,Yes,CVE-2021-23838 | CVE-2021-23836 | CVE-2021-23835 | CVE-2021-23837,"CWE-89
Medium,FiberHome HG6245D Disclosure / Bypass / Privilege Escalation / DoS,https://cxsecurity.com/issue/WLB-2021010108,"CWE, Pierre Kim",Local,Pierre Kim,Yes,No,N/A,CWE-264
Low,Envira Gallery Lite 1.8.3.2 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010107,"CVE, CWE, Rodolfo Tavares",Remote,Rodolfo Tavares,No,Yes,CVE-2020-35581 | CVE-2020-35582,CWE-79
Medium,Apache Flink 1.11.0 Unauthenticated Arbitrary File Read (Metasploit),https://cxsecurity.com/issue/WLB-2021010106,"CVE, CWE, Suncsr",Remote,Suncsr,No,Yes,CVE-2020-17519,CWE-200
Medium,Cisco RV110W 1.2.1.7 vpn_account Denial of Service (PoC),https://cxsecurity.com/issue/WLB-2021010105,"CVE, Shizhi He",Remote,Shizhi He,No,Yes,CVE-2021-1167,CWE-787
Low,wp-ticket - wordpress plugin - Cross-Site-Scripting,https://cxsecurity.com/issue/WLB-2021010104,Abolfazl Feyz,Remote,,No,Yes,N/A,N/A
High,unisender-integration * wordpress plugin * Code-Execution,https://cxsecurity.com/issue/WLB-2021010103,Abolfazl Feyz,Remote,,No,Yes,N/A,N/A
Medium,Max Secure Total Security Antivirus 19.0.4.035 - Unquoted Service Path,https://cxsecurity.com/issue/WLB-2021010102,Nir Yehoshua,Local,,Yes,No,N/A,N/A
High,BACKDOOR.WIN32.ZOMBAM.A / Remote Stack Buffer Overflow,https://cxsecurity.com/issue/WLB-2021010101,malvuln,Remote,,No,Yes,N/A,N/A
Medium,Cloud Filter Arbitrary File Creation / Privilege Escalation,https://cxsecurity.com/issue/WLB-2021010100,"CVE, CWE, Grant Willcox",Remote,Grant Willcox,No,Yes,CVE-2020-1170 | CVE-2020-17136,CWE-264
Medium,SmartAgent 3.1.0 Privilege Escalation,https://cxsecurity.com/issue/WLB-2021010099,"CWE, Orion Hridoy",Local,Orion Hridoy,Yes,No,N/A,CWE-264
High,WordPress AIT CSV Import/Export 3.0.3 Shell Upload,https://cxsecurity.com/issue/WLB-2021010098,"CWE, h00die",Remote,h00die,No,Yes,N/A,CWE-264
Medium,Cemetery Mapping And Information System 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2021010097,"CWE, Mesut Cetin",Remote,Mesut Cetin,No,Yes,N/A,CWE-89
Medium,Socialtitli - Bypass Admin Panel,https://cxsecurity.com/issue/WLB-2021010096,H9xHacker,Remote,,Yes,Yes,N/A,N/A
High,EyesOfNetwork 5.3 RCE & PrivEsc,https://cxsecurity.com/issue/WLB-2021010095,Audencia Business SCHO...,Remote,Audencia Business SCHOOL Red Team,No,Yes,N/A,N/A
Low,Encyclopedia / Glossary / Wiki - wordpress plugin - Cross-Site-Scripting,https://cxsecurity.com/issue/WLB-2021010094,Abolfazl Feyz,Remote,,Yes,Yes,N/A,N/A
High,Coturn 4.5.1.x Access Control Bypass,https://cxsecurity.com/issue/WLB-2021010093,"CVE, Sandro Gauci",Remote,Sandro Gauci,No,Yes,CVE-2020-26262,CWE-682
Low,wordpress hashtagger plugin - 3.2 -Cross-Site-Scripting,https://cxsecurity.com/issue/WLB-2021010092,Abolfazl Feyz,Remote,,No,Yes,N/A,N/A
Low,WordPress Custom Global Variables 1.0.5 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010091,"CWE, Swapnil Subhash Bodeka...",Remote,Swapnil Subhash Bodekar,No,Yes,N/A,CWE-79
Medium,Prestashop 1.7.7.0 SQL Injection,https://cxsecurity.com/issue/WLB-2021010090,"CWE, Jaimin Gondaliya",Remote,Jaimin Gondaliya,No,Yes,N/A,CWE-89
High,WordPress wpDiscuz 7.0.4 Shell Upload,https://cxsecurity.com/issue/WLB-2021010089,"CWE, Hoa Nguyen",Remote,Hoa Nguyen,No,Yes,N/A,CWE-264
High,WordPress Plugin Autoptimize 2.7.6 Authenticated Arbitrary File Upload (Metasploit),https://cxsecurity.com/issue/WLB-2021010088,"CWE, Hoa Nguyen",Remote,Hoa Nguyen,No,Yes,N/A,CWE-264
Medium,Aplikasi E - S A K I P v1.1 Indonesian Goverment File Manager File Upload,https://cxsecurity.com/issue/WLB-2021010087,Snopunks,Remote,,No,Yes,N/A,N/A
Medium,Backdoor.Win32.Levelone.a / Remote Stack Buffer Overflow,https://cxsecurity.com/issue/WLB-2021010086,malvuln,Remote,,No,Yes,N/A,N/A
High,Cockpit CMS Remote Code Execution,https://cxsecurity.com/issue/WLB-2021010085,Rafael Resende,Remote,Rafael Resende,No,Yes,N/A,N/A
High,NTLM BITS SYSTEM Token Impersonation,https://cxsecurity.com/issue/WLB-2021010084,Andrea Pierini,Remote,Andrea Pierini,No,Yes,N/A,N/A
Low,Raspina CMS - 2.3.5 - Cross-Site-Scripting,https://cxsecurity.com/issue/WLB-2021010083,Abolfazl Feyz,Remote,,Yes,Yes,N/A,N/A
Low,Life Insurance Management System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010082,"CWE, Arnav Tripathy",Remote,Arnav Tripathy,No,Yes,N/A,CWE-79
High,Employee Record System 1.0 Shell Upload,https://cxsecurity.com/issue/WLB-2021010081,"CWE, Saeed Bala Ahmed",Remote,Saeed Bala Ahmed,No,Yes,N/A,CWE-264
Medium,Backdoor.Win32.Agent.dcbh / Insecure Permissions EoP,https://cxsecurity.com/issue/WLB-2021010080,malvuln,Local,,Yes,No,N/A,N/A
Medium,Backdoor.Win32.Xtreme.yvp / Insecure Permissions EoP,https://cxsecurity.com/issue/WLB-2021010079,malvuln,Remote,,Yes,Yes,N/A,N/A
High,Backdoor.Win32.NinjaSpy.c / Remote Stack Buffer Overflow,https://cxsecurity.com/issue/WLB-2021010078,malvuln,Remote,,No,Yes,N/A,N/A
Medium,Backdoor.Win32.Ketch.b / Remote Stack Buffer Overflow,https://cxsecurity.com/issue/WLB-2021010077,malvuln,Remote,,No,Yes,N/A,N/A
Medium,Apache Flink 1.11.0 Arbitrary File Read / Directory Traversal,https://cxsecurity.com/issue/WLB-2021010076,"CVE, CWE, SunCSR",Remote,SunCSR,No,Yes,CVE-2020-17519,"CWE-200
High,Cockpit 234 Server-Side Request Forgery,https://cxsecurity.com/issue/WLB-2021010075,Metin Yunus Kandemir,Remote,Metin Yunus Kandemir,No,Yes,N/A,N/A
Medium,sbhrag- SQL Injection vulnerability,https://cxsecurity.com/issue/WLB-2021010074,ERa,Remote,,No,Yes,N/A,N/A
High,WordPress Autoptimize Shell Upload,https://cxsecurity.com/issue/WLB-2021010073,"CWE, Hoa Nguyen",Remote,Hoa Nguyen,No,Yes,N/A,CWE-264
High,ECSIMAGING PACS 6.21.5 Remote Code Execution,https://cxsecurity.com/issue/WLB-2021010072,shoxxdj,Remote,shoxxdj,No,Yes,N/A,N/A
Low,dnsrecon 0.10.0 CSV Injection,https://cxsecurity.com/issue/WLB-2021010071,Dolev Farhi,Remote,Dolev Farhi,No,Yes,N/A,N/A
Medium,ECSIMAGING PACS 6.21.5 SQL Injection,https://cxsecurity.com/issue/WLB-2021010070,"CWE, shoxxdj",Remote,shoxxdj,No,Yes,N/A,CWE-89
Low,Curfew e-Pass Management System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010069,"CWE, Arnav Tripathy",Remote,Arnav Tripathy,No,Yes,N/A,CWE-79
High,iBall-Baton WRA150N File Disclosure,https://cxsecurity.com/issue/WLB-2021010068,h4cks1n,Remote,h4cks1n,No,Yes,N/A,N/A
Medium,Newgen Correspondence Management System eGov 12.0 Insecure Direct Object Reference,https://cxsecurity.com/issue/WLB-2021010067,"CVE, Ali Al Sinan",Remote,Ali Al Sinan,No,Yes,CVE-2020-35737,NVD-CWE-Other
Medium,IObit Uninstaller 10 Pro Unquoted Service Path,https://cxsecurity.com/issue/WLB-2021010066,Mayur Parmar,Local,Mayur Parmar,Yes,No,N/A,N/A
Low,dirsearch 0.4.1 CSV Injection,https://cxsecurity.com/issue/WLB-2021010065,Dolev Farhi,Remote,Dolev Farhi,No,Yes,N/A,N/A
Low,Advanced Webhost Billing System 3.7.0 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2021010064,"CWE, Rahul Ramakant Singh",Remote,Rahul Ramakant Singh,No,Yes,N/A,CWE-352
High,Gitea 1.7.5 Remote Code Execution,https://cxsecurity.com/issue/WLB-2021010063,"CVE, 1F98D",Remote,1F98D,No,Yes,CVE-2019-11229,CWE-20
Low,Expense Tracker 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010062,"CWE, Shivam Verma",Remote,Shivam Verma,No,Yes,N/A,CWE-79
Low,WordPress Litespeed Cache 3.6 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010061,"CWE, Nhat Ha",Remote,Nhat Ha,No,Yes,N/A,CWE-79
Low,WinAVR 20100110 Insecure Folder Permissions,https://cxsecurity.com/issue/WLB-2021010060,Mohammed Alshehri,Remote,Mohammed Alshehri,No,Yes,N/A,N/A
Medium,IPeakCMS 3.5 SQL Injection,https://cxsecurity.com/issue/WLB-2021010059,"CVE, CWE, MoeAlBarbari",Remote,MoeAlBarbari,No,Yes,CVE-2021-3018,CWE-89
Medium,Dovecot 2.3.11.3 Denial Of Service,https://cxsecurity.com/issue/WLB-2021010058,"CVE, CWE, Innokentii Sennovskiy",Remote,Innokentii Sennovskiy,No,Yes,CVE-2020-25275 | CVE-2020-12100,CWE-20
Medium,PaperStream IP (TWAIN) 1.42.0.5685 Local Privilege Escalation,https://cxsecurity.com/issue/WLB-2021010057,"CVE, CWE, 1F98D",Local,1F98D,Yes,No,CVE-2018-16156,CWE-264
Medium,Dovecot 2.3.11.3 Access Bypass,https://cxsecurity.com/issue/WLB-2021010056,"CVE, CWE, Aki Tuomi",Remote,Aki Tuomi,No,Yes,CVE-2020-24386,CWE-150
Low,WordPress WP24 Domain Check 1.6.2 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010055,"CWE, Mehmet Kelepce",Remote,Mehmet Kelepce,No,Yes,N/A,CWE-79
High,H2 Database 1.4.199 JNI Code Execution,https://cxsecurity.com/issue/WLB-2021010054,Markus Wulftange,Remote,Markus Wulftange,No,Yes,N/A,N/A
Medium,WordPress Plugin W3 Total Cache Unauthenticated Arbitrary File Read (Metasploit),https://cxsecurity.com/issue/WLB-2021010053,"CVE, CWE, SunCSR",Remote,SunCSR,No,Yes,CVE-2019-6715,CWE-200
Medium,Node.js TLSWrap Use-After-Free,https://cxsecurity.com/issue/WLB-2021010052,Google Security Resear...,Remote,,No,Yes,N/A,N/A
Low,Aplikasi Sistem E-Voting Vulnerability Weak Password.,https://cxsecurity.com/issue/WLB-2021010051,no credit,Remote,,No,Yes,N/A,N/A
High,PLANEX CS-QP50F-ING2 Remote Configuration Disclosure,https://cxsecurity.com/issue/WLB-2021010050,Todor Donev,Remote,Todor Donev,No,Yes,N/A,N/A
Low,Point of Sale System 1.0 Multiple Stored XSS,https://cxsecurity.com/issue/WLB-2021010049,"CWE, Saeed Bala Ahmed",Remote,Saeed Bala Ahmed,No,Yes,N/A,CWE-79
High,Online Learning Management System 1.0 Remote Command Execution,https://cxsecurity.com/issue/WLB-2021010048,"CWE, Bedri Sertkaya",Remote,Bedri Sertkaya,No,Yes,N/A,CWE-78
Low,Baby Care System 1.0 Post title Stored XSS,https://cxsecurity.com/issue/WLB-2021010047,"CWE, Hardik Solanki",Remote,Hardik Solanki,No,Yes,N/A,CWE-79
Low,Click2Magic 1.1.5 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010046,"CWE, Shivam Verma",Remote,Shivam Verma,No,Yes,N/A,CWE-79
Low,WordPress Plugin litespeed cache 3.6 server_ip Cross-Site Scripting,https://cxsecurity.com/issue/WLB-2021010045,Anonymouse,Remote,Anonymouse,No,Yes,N/A,N/A
Medium,YATinyWinFTP - Denial of Service,https://cxsecurity.com/issue/WLB-2021010044,uromulou,Remote,,No,Yes,N/A,N/A
Medium,Easy CD & DVD Cover Creator 4.13 - Denial of Service (PoC),https://cxsecurity.com/issue/WLB-2021010043,uromulou,Local,,Yes,No,N/A,N/A
Medium,TROJAN.WIN32.BARJAC / Remote String Dereference Stack Buffer Overflow,https://cxsecurity.com/issue/WLB-2021010042,malvuln,Remote,,Yes,Yes,N/A,N/A
Medium,WIN32 BACKDOOR - 2019-02-ARTRADOWNLOADER / Remote SEH Buffer Overflow - Insecure Permissions,https://cxsecurity.com/issue/WLB-2021010041,malvuln,Remote,,Yes,Yes,N/A,N/A
Medium,SHARP MX Series - Denial Of Service,https://cxsecurity.com/issue/WLB-2021010040,uromulou,Remote,,No,Yes,N/A,N/A
Low,CSZ CMS 1.2.9 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010039,"CWE, SunCSR",Remote,SunCSR,No,Yes,N/A,CWE-79
Low,4images v1.7.11 Profile Image Stored Cross-Site Scripting,https://cxsecurity.com/issue/WLB-2021010038,Ritesh Gohil,Remote,Ritesh Gohil,No,Yes,N/A,N/A
Low,SpamTitan 7.07 Command Injection,https://cxsecurity.com/issue/WLB-2021010037,"CWE, Christophe de la Fuent...",Remote,Christophe de la Fuente,No,Yes,N/A,CWE-78
Medium,Fluentd TD-agent 4.0.1 Insecure Folder Permission,https://cxsecurity.com/issue/WLB-2021010036,"CVE, Adrian Bondocea",Local,Adrian Bondocea,Yes,No,CVE-2020-28169,CWE-732
Low,WordPress WP-Paginate 2.1.3 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010035,"CWE, Park Won Seok",Remote,Park Won Seok,No,Yes,N/A,CWE-79
Medium,Klog Server 2.4.1 Command Injection,https://cxsecurity.com/issue/WLB-2021010034,"CWE, B3KC4T",Remote,B3KC4T,No,Yes,N/A,CWE-78
Medium,Online Movie Streaming 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2021010033,"CWE, Kshitiz Raj",Remote,Kshitiz Raj,No,Yes,N/A,CWE-89
Low,WordPress Stripe Payments 2.0.39 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010032,"CWE, Park Won Seok",Remote,Park Won Seok,No,Yes,N/A,CWE-79
Medium,Responsive ELearning System 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2021010031,"CWE, Kshitiz Raj",Remote,Kshitiz Raj,No,Yes,N/A,CWE-89
Medium,Responsive FileManager 9.13.4 Path Traversal,https://cxsecurity.com/issue/WLB-2021010030,"CWE, SunCSR",Remote,SunCSR,No,Yes,N/A,CWE-22
Medium,Intel Matrix Storage Event Monitor 8.0.0.1039 Unquoted Service Path,https://cxsecurity.com/issue/WLB-2021010029,Geovanni Ruiz,Local,Geovanni Ruiz,Yes,No,N/A,N/A
Low,House Rental And Property Listing 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010028,"CWE, Mohamed Habib Smidi",Remote,Mohamed Habib Smidi,No,Yes,N/A,CWE-79
High,HEUR.RISKTOOL.WIN32.BITMINER.GEN / Remote Memory Corruption,https://cxsecurity.com/issue/WLB-2021010027,malvuln,Remote,,No,Yes,N/A,N/A
Medium,Code Blocks 20.03 - Denial Of Service (PoC),https://cxsecurity.com/issue/WLB-2021010026,uromulou,Remote,,Yes,Yes,N/A,N/A
Medium,BACnet Test Server 1.01 - Remote Denial of Service (PoC),https://cxsecurity.com/issue/WLB-2021010025,uromulou,Remote,,No,Yes,N/A,N/A
Medium,Calavera UpLoader 3.5 - 'FTP Logi' Denial of Service (PoC + SEH Overwrite),https://cxsecurity.com/issue/WLB-2021010024,uromulou,Remote,,Yes,Yes,N/A,N/A
Medium,Mocha Telnet Lite for iOS 4.2 - 'User' Denial of Service (PoC),https://cxsecurity.com/issue/WLB-2021010023,uromulou,Local,,Yes,No,N/A,N/A
Medium,Simogeo Filemanager - Arbitrary File Upload,https://cxsecurity.com/issue/WLB-2021010022,Risk,Remote,,No,Yes,N/A,N/A
High,TerraMaster TOS 4.2.06 Unauthenticated Remote Code Execution (Metasploit),https://cxsecurity.com/issue/WLB-2021010021,AkkuS,Remote,AkkuS,No,Yes,N/A,N/A
Medium,Mantis Bug Tracker 2.24.3 access SQL Injection,https://cxsecurity.com/issue/WLB-2021010020,"CVE, CWE, EthicalHCOP",Remote,EthicalHCOP,No,Yes,CVE-2020-28413,CWE-89
Low,Knockpy 4.1.1 CSV Injection,https://cxsecurity.com/issue/WLB-2021010019,Dolev Farhi,Remote,Dolev Farhi,No,Yes,N/A,N/A
High,Rock RMS File Upload / Account Takeover / Information Disclosure,https://cxsecurity.com/issue/WLB-2021010018,"CVE, CWE, Cyber Security Researc...",Remote,Cyber Security Research Group,No,Yes,CVE-2019-18643 | CVE-2019-18642 | CVE-2019-18641,CWE-264
Medium,Spotweb 1.4.9 search SQL Injection,https://cxsecurity.com/issue/WLB-2021010017,"CVE, CWE, BouSalman",Remote,BouSalman,No,Yes,CVE-2020-35545,CWE-89
Medium,CSE Bookstore 1.0 Multiple SQL Injection,https://cxsecurity.com/issue/WLB-2021010016,"CWE, Musyoka Ian",Remote,Musyoka Ian,No,Yes,N/A,CWE-89
High,Resumes Management And Job Application Website 1.0 Shell Upload,https://cxsecurity.com/issue/WLB-2021010015,"CWE, Arnav Tripathy",Remote,Arnav Tripathy,No,Yes,N/A,CWE-264
Medium,CRUD Operation Software 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2021010014,"CWE, Arnav Tripathy",Remote,Arnav Tripathy,No,Yes,N/A,CWE-79
High,MAL100.TROJ.EVAD.WINEXE / PHORPIEX Insecure Permissions,https://cxsecurity.com/issue/WLB-2021010013,malvuln,Remote,,Yes,Yes,N/A,N/A
High,TROJAN.WIN32.JORIK.DMSPAMMER.SZ / Remote Memory Corruption,https://cxsecurity.com/issue/WLB-2021010012,malvuln,Remote,,No,Yes,N/A,N/A
High,BACKDOOR.WIN32.INFEXOR.B / Remote SEH Stack Buffer Overflow,https://cxsecurity.com/issue/WLB-2021010011,malvuln,Remote,,No,Yes,N/A,N/A
High,BACKDOOR.WIN32.REMOTEMANIPULATOR / Insecure Permissions EoP,https://cxsecurity.com/issue/WLB-2021010010,malvuln,Remote,,Yes,Yes,N/A,N/A
High,BACKDOOR.WIN32.ADVERBOT / Remote Stack Corruption,https://cxsecurity.com/issue/WLB-2021010009,malvuln,Remote,,No,Yes,N/A,N/A
High,TROJAN:WIN32/ALYAK.B / Remote Stack Corruption,https://cxsecurity.com/issue/WLB-2021010008,malvuln,Remote,,No,Yes,N/A,N/A
Medium,Cisco IP Phone 11.7 - Denial of Service (PoC),https://cxsecurity.com/issue/WLB-2021010007,uromulou,Remote,,No,Yes,N/A,N/A
High,TROJAN.WIN32.ANTAVKA.BZ / Insecure Permissions EoP,https://cxsecurity.com/issue/WLB-2021010006,malvuln,Local,,Yes,No,N/A,N/A
High,BACKDOOR.WIN32.BNLITE / Remote Heap Corruption,https://cxsecurity.com/issue/WLB-2021010005,malvuln,Remote,,No,Yes,N/A,N/A
Medium,EMAIL-WORM.WIN32.ZHELATIN.AGO / Remote Stack Buffer Overflow,https://cxsecurity.com/issue/WLB-2021010004,malvuln,Local,,Yes,No,N/A,N/A
Medium,SIKADES 2020 Admin Login Default Password,https://cxsecurity.com/issue/WLB-2021010003,Zaen,Remote,,No,Yes,N/A,N/A
Low,TypeSetter 5.1 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2021010002,"CWE, Alperen Ergel",Remote,Alperen Ergel,No,Yes,N/A,CWE-352
Medium,WordPress Duplicator 1.3.26 Directory Traversal / File Read,https://cxsecurity.com/issue/WLB-2021010001,"CWE, Hoa Nguyen",Remote,Hoa Nguyen,No,Yes,N/A,CWE-22
Medium,LWMC - SQL Injection vulnerability,https://cxsecurity.com/issue/WLB-2020120196,darksecurity team,Remote,,No,Yes,N/A,N/A
High,qdPM 9.1 PHP Object Injection,https://cxsecurity.com/issue/WLB-2020120195,"CVE, EgiX",Remote,EgiX,No,Yes,CVE-2020-26165,CWE-94
Low,Openpilot Default SSH Key Scanner,https://cxsecurity.com/issue/WLB-2020120194,Jeremy Brown,Remote,Jeremy Brown,No,Yes,N/A,N/A
Medium,Zoom Meeting Connector Post-Auth Remote Root,https://cxsecurity.com/issue/WLB-2020120193,Jeremy Brown,Remote,Jeremy Brown,No,Yes,N/A,N/A
High,HPE Edgeline Infrastructure Manager Improper Authorization,https://cxsecurity.com/issue/WLB-2020120192,Jeremy Brown,Remote,Jeremy Brown,No,Yes,N/A,N/A
High,Cassandra Web 0.5.0 Remote File Read,https://cxsecurity.com/issue/WLB-2020120191,Jeremy Brown,Remote,Jeremy Brown,No,Yes,N/A,N/A
Low,SEOPanel 4.6.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020120190,"CWE, Daniel Bishtawi",Remote,Daniel Bishtawi,No,Yes,N/A,CWE-79
Medium,CHMSC Elearning System 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020120189,"CWE, Ferhat Cil",Remote,Ferhat Cil,No,Yes,N/A,CWE-89
Medium,URVE Software Build 24.03.2020 Information Disclosure,https://cxsecurity.com/issue/WLB-2020120188,"CVE, CWE, Erik Steltzner",Remote,Erik Steltzner,No,Yes,CVE-2020-29550,"CWE-312
Medium,URVE Software Build 24.03.2020 Missing Authorization,https://cxsecurity.com/issue/WLB-2020120187,"CVE, CWE, Erik Steltzner",Remote,Erik Steltzner,No,Yes,CVE-2020-29551,CWE-862
Medium,Philips Hue Denial Of Service,https://cxsecurity.com/issue/WLB-2020120186,Ilia Shnaidman,Remote,Ilia Shnaidman,No,Yes,N/A,N/A
Medium,URVE Software Build 24.03.2020 Authentication Bypass / Remote Code Execution,https://cxsecurity.com/issue/WLB-2020120185,"CVE, CWE, Erik Steltzner",Remote,Erik Steltzner,No,Yes,CVE-2020-29552,CWE-306
Medium,Newsletter Subscribe SQL Injection,https://cxsecurity.com/issue/WLB-2020120184,Bl4ck M4n,Remote,,No,Yes,N/A,N/A
Medium,AQUACITY - SQL Injection vulnerability,https://cxsecurity.com/issue/WLB-2020120183,darksecurity team,Remote,,No,Yes,N/A,N/A
