common_name,aliases,country,actor_url,description,associated_families
GREF,,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/gref,"GREF is a China-aligned APT group that has been active since at least March 2017. They are known for using custom backdoors, loaders, and ancillary tools in their targeted attacks. Recently, they have been attributed to two active Android campaigns that distribute the BadBazaar malware through malicious apps on official and alternative app stores. GREF has targeted Android users, particularly Uyghurs and other Turkic ethnic minorities outside of China, using trojanized versions of popular messaging apps like Signal and Telegram.","There, are, currently, no, families, associated, with, this, actor."
Group5,aka: G0043,,https://malpedia.caad.fkie.fraunhofer.de/actor/group5,"A threat actor using Iranian-language tools, Iranian hosting companies, operating from the Iranian IP space at times was observed targeting the Syrian opposition in an elaborately staged malware operation, Citizen Lab researchers reveal.The operation was first noticed in late 2015, when a member of the Syrian opposition flagged a suspicious email containing a PowerPoint slideshow, which led researchers to a watering hole website with malicious programs, malicious PowerPoint files, and Android malware.The threat actor was targeting Windows and Android devices of well-connected individuals in the Syrian opposition, researchers discovered. They called the actor Group5, because it targets Syrian opposition after regime-linked malware groups, the Syrian Electronic Army, ISIS (also known as the Islamic State or ISIL), and a group linked to Lebanon did the same in the past","There, are, currently, no, families, associated, with, this, actor."
Guacamaya,,,https://malpedia.caad.fkie.fraunhofer.de/actor/guacamaya,"Guacamaya has conducted multiple hack and leak campaigns against military and police agencies and mining companies across Latin America, which they believe have played a role in the region’s environmental degradation and repression of native populations.","There, are, currently, no, families, associated, with, this, actor."
GURU SPIDER,,,https://malpedia.caad.fkie.fraunhofer.de/actor/guru_spider,"Early in 2018, CrowdStrike Intelligence observed GURU SPIDER supporting the distribution of multiple crimeware families through its flagship malware loader, Quant Loader.","There, are, currently, no, families, associated, with, this, actor."
Hagga,"aka: Aggah, TH-157",,https://malpedia.caad.fkie.fraunhofer.de/actor/hagga,"Hagga is believed to have been using Agent Tesla, 2021’s sixth most prevalent malware, to steal sensitive information from his victims since the latter part of 2021.","There, are, currently, no, families, associated, with, this, actor."
Head Mare,,,https://malpedia.caad.fkie.fraunhofer.de/actor/head_mare,"Head Mare is a hacktivism focussed threat actor group known for targeting Russia and Belarus sectors using a remote access malware called PhantomRAT. They have been observed executing malicious code through specially crafted RAR archives, different from previous attacks exploiting vulnerabilities. The attribution of their campaign to Ukraine is uncertain due to limited visibility inside Russian networks. PhantomCore's use of RAR archives in their attack chain has been previously observed in other threat actor groups like Forest Blizzard.","There, are, currently, no, families, associated, with, this, actor."
HellHounds,,,https://malpedia.caad.fkie.fraunhofer.de/actor/hellhounds,"Hellhounds is an APT group targeting organizations in Russia, using a modified version of Pupy RAT called Decoy Dog. They gain initial access through vulnerable web services and trusted relationships, with a focus on the public sector and IT companies. The group has been active since at least 2019, maintaining covert presence inside compromised organizations by modifying open-source projects to evade detection. Hellhounds have successfully targeted at least 48 victims, including a telecom operator where they disrupted services.","There, are, currently, no, families, associated, with, this, actor."
Hezb,aka: Mimo,,https://malpedia.caad.fkie.fraunhofer.de/actor/hezb,Hezb is a group deploying cryptominers when new exploit are available for public facing vulnerabilities. The name is after the miner process they deploy.,"There, are, currently, no, families, associated, with, this, actor."
HiddenArt,,ru,https://malpedia.caad.fkie.fraunhofer.de/actor/hiddenart,"It was observed that a mobile network threat actor designated as ‘HiddenArt’ actively sustains a capacity to remotely access the personal devices of targeted individuals around the world on an ongoing basis. Since detecting this threat actor, periodic reconnaissance activities were observed in at least 7 target mobile networks around the world and given the wide geographic distribution of these targeted mobile operators, it is probable that the threat actor is active on a global scale.","There, are, currently, no, families, associated, with, this, actor."
HikkI-Chan,,,https://malpedia.caad.fkie.fraunhofer.de/actor/hikki-chan,"Hikki-Chan has claimed responsibility for multiple significant data breaches, including the theft of data from 390.4 million users of VKontakte, which included sensitive personal information. The actor has also targeted Strong Current Enterprises and disclosed a breach involving the Israeli Ministry of Welfare and Social Affairs, leaking over 457,000 records. Additionally, Hikki-Chan is attributed with a breach of the Florida Office of Financial Regulation, exposing tens of thousands of records across various industries.","There, are, currently, no, families, associated, with, this, actor."
HIVE-0145,aka: Hive0145,,https://malpedia.caad.fkie.fraunhofer.de/actor/hive-0145,"Hive0145 is a financially motivated initial access broker that has been active since late 2022, primarily utilizing Strela Stealer malware to target email credentials. The group has evolved its tactics from generic phishing emails to using stolen legitimate emails with real invoice attachments, focusing on victims in Spain, Germany, and Ukraine. Strela Stealer is configured to extract data from Microsoft Outlook and Mozilla Thunderbird, and the group's operations have shown increased complexity and automation. Threat intelligence indicates that Hive0145's campaigns are characterized by credential theft and espionage-driven activities.","There, are, currently, no, families, associated, with, this, actor."
Hive0117,,,https://malpedia.caad.fkie.fraunhofer.de/actor/hive0117,"Hive0117 is a financially motivated cybercriminal group that conducts phishing campaigns to deliver the fileless malware DarkWatchman, which is capable of keylogging and collecting system information. The group targets individuals in the energy, finance, transport, and software security sectors across Russia, Kazakhstan, Latvia, and Estonia, often imitating official Russian government communications to induce urgency. Their operations leverage emergent policies related to conscription and utilize a UID string for identification, with malware capable of querying for smartcard readers, indicating a focus on higher security targets. The malware's fileless nature and ability to erase traces of its presence suggest moderate sophistication in their TTPs.","There, are, currently, no, families, associated, with, this, actor."
HollowQuill,,,https://malpedia.caad.fkie.fraunhofer.de/actor/hollowquill,"SEQRITE Labs APT-Team has been tracking and has uncovered a campaign targeting the Baltic State Technical University, a well-known institution for various defense, aerospace, and advanced engineering programs that contribute to Russia’s military-industrial complex. Tracked as Operation HollowQuill, the campaign leverages weaponized decoy documents masquerading as official research invitations to infiltrate academic, governmental, and defense-related networks. The threat entity delivers a malicious RAR file which contains a .NET malware dropper, which further drops other Golang based shellcode loader along with legitimate OneDrive application and a decoy-based PDF with a final Cobalt Strike payload.","There, are, currently, no, families, associated, with, this, actor."
HomeLand Justice,,ir,https://malpedia.caad.fkie.fraunhofer.de/actor/homeland_justice,"HomeLand Justice is an Iranian state-sponsored cyber threat group that has been active since at least May 2021. They have targeted various organizations, including a well-known telecommunication company and the Albanian Parliament. The group engaged in information operations and messaging campaigns to amplify the impact of their attacks.","There, are, currently, no, families, associated, with, this, actor."
SilitNetwork,,,https://malpedia.caad.fkie.fraunhofer.de/actor/silitnetwork,"SilitNetwork is a hacking group known for targeting high-profile entities, such as airlines, for various motives. They utilize sophisticated tactics to breach their targets, potentially including social engineering and exploiting software vulnerabilities. The group's attack on RwandAir highlighted the vulnerability of the aviation industry and the need for robust cybersecurity measures.","There, are, currently, no, families, associated, with, this, actor."
SILKFIN AGENCY,,,https://malpedia.caad.fkie.fraunhofer.de/actor/silkfin_agency,"SILKFIN AGENCY has claimed responsibility for multiple significant data breaches, including the compromise of DimeCuba.com, which exposed over 1 million SMS records and more than 100,000 email records. They also targeted the Sri Lankan Department of Agrarian Development, allegedly compromising the personal and agricultural data of over 1.45 million farmers. Additionally, they claimed a breach of the Siam Cement Group's database. The breaches involved sensitive data such as NIC numbers and transaction details.","There, are, currently, no, families, associated, with, this, actor."
SilkSpecter,,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/silkspecter,"SilkSpecter is a Chinese financially motivated threat actor that orchestrates phishing campaigns targeting e-commerce shoppers, particularly during peak shopping seasons. They exploit legitimate payment processors like Stripe to exfiltrate Cardholder Data and Personally Identifiable Information through convincing fake e-commerce sites created using the oemapps SaaS platform. Their phishing infrastructure relies on Chinese-hosted CDN servers and utilizes deceptive elements such as the ""trusttollsvg"" icon and a ""/homeapi/collect"" endpoint to track victim interactions. Analysts have linked SilkSpecter to over 89 IP addresses and more than 4,000 domain names associated with phishing activities, predominantly using .top, .shop, .store, and .vip TLDs.","There, are, currently, no, families, associated, with, this, actor."
Storm-1152,,vn,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-1152,"Storm-1152, a cybercriminal group, was recently taken down by Microsoft for illegally reselling Outlook accounts. They operated by creating approximately 750 million fraudulent Microsoft accounts and earned millions of dollars in illicit revenue. Storm-1152 also offered CAPTCHA-solving services and was connected to ransomware and extortion groups. Microsoft obtained a court order to seize their infrastructure and domains, disrupting their operations.","There, are, currently, no, families, associated, with, this, actor."
Storm-1167,aka: DEV-1167,id,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-1167,"Storm-1167 is a threat actor tracked by Microsoft, known for their use of an AiTM phishing kit. They were responsible for launching an attack that led to Business Email Compromise activity.","There, are, currently, no, families, associated, with, this, actor."
Storm-1283,,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-1283,"Storm-1283 is a threat actor that targeted Microsoft Azure cloud platform. They gained access to user accounts and created OAuth applications using stolen credentials, allowing them to control resources and deploy virtual machines for cryptomining. The targeted organizations incurred significant financial losses ranging from $10,000 to $1.5 million. Storm-1283 utilized compromised accounts and subscriptions to carry out their illicit activities.","There, are, currently, no, families, associated, with, this, actor."
Storm-1286,,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-1286,"Storm-1286 is a threat actor that engages in large-scale spamming activities, primarily targeting user accounts without multifactor authentication enabled. They employ password spraying attacks to compromise these accounts and utilize legacy authentication protocols like IMAP and SMTP. In the past, they have attempted to compromise admin accounts and create new LOB applications with high administrative permissions to spread spam. Despite previous actions taken by Microsoft Threat Intelligence, Storm-1286 continues to explore new methods to establish a high-scale spamming platform within victim organizations using non-privileged users.","There, are, currently, no, families, associated, with, this, actor."
Storm-1295,aka: DEV-1295,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-1295,"Storm-1295 is a threat actor group that operates the Greatness phishing-as-a-service platform. They utilize synchronous relay servers to present targets with a replica of a sign-in page, resembling traditional phishing attacks. Their adversary-in-the-middle capability allows Storm-1295 to offer their services to other attackers. Active since mid-2022, Storm-1295 is tracked by Microsoft and is known for their involvement in the Greatness PhaaS platform.","There, are, currently, no, families, associated, with, this, actor."
Storm-1575,,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-1575,Storm-1575 is a threat actor identified by Microsoft as being involved in phishing campaigns using the Dadsec platform. They utilize hundreds of Domain Generated Algorithm domains to host credential harvesting pages and target global organizations to steal Microsoft 365 credentials.,"There, are, currently, no, families, associated, with, this, actor."
Storm-1674,,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-1674,"Storm-1674 is an access broker known for using tools based on the publicly available TeamsPhisher tool to distribute DarkGate malware. Storm-1674 campaigns have typically relied on phishing lures sent over Teams with malicious attachments, such as ZIP files containing a LNK file that ultimately drops DarkGate and Pikabot. In September 2023, Microsoft observed handoffs from Storm-1674 to ransomware operators that have led to Black Basta ransomware deployment.","There, are, currently, no, families, associated, with, this, actor."
Storm-1679,,ru,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-1679,"Storm-1679 is a Russian disinformation group believed to be a spinoff of the Internet Research Agency, actively engaged in influence operations targeting the International Olympic Committee and the 2024 Olympic Games. The group has employed AI-generated content, including deepfake videos and fabricated narratives about violence, to discredit the IOC and instill fear among potential attendees. Their campaigns have been identified across multiple languages and platforms, utilizing techniques such as impersonation of media outlets and the creation of disinformation websites. Microsoft attributes significant disinformation activities related to the Olympics to Storm-1679, highlighting their focus on spreading falsehoods and promoting anti-Olympics messaging.","There, are, currently, no, families, associated, with, this, actor."
Storm-1849,aka: UAT4356,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-1849,"UAT4356 is a state-sponsored threat actor that targeted government networks globally through a campaign named ArcaneDoor. They exploited two zero-day vulnerabilities in Cisco Adaptive Security Appliances to deploy custom malware implants called ""Line Runner"" and ""Line Dancer."" The actor demonstrated a deep understanding of Cisco systems, utilized anti-forensic measures, and took deliberate steps to evade detection. UAT4356's sophisticated attack chain allowed them to conduct malicious actions such as configuration modification, reconnaissance, network traffic capture/exfiltration, and potentially lateral movement on compromised devices.","There, are, currently, no, families, associated, with, this, actor."
Storm-1977,,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-1977,"Storm-1977 is a sophisticated threat actor that conducts password-spraying attacks targeting cloud tenants, particularly in the education sector, utilizing the AzureChecker.exe CLI tool as their primary infection vector. They have successfully compromised over 200 containers, repurposing them for cryptocurrency mining operations by leveraging guest accounts to create new resource groups within compromised subscriptions. Microsoft Threat Intelligence researchers have identified unique operational patterns that distinguish Storm-1977 from other cryptomining threat actors. The group exploits compromised accounts as a primary attack surface in their operations.","There, are, currently, no, families, associated, with, this, actor."
Storm-2077,aka: TAG-100,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-2077,"TAG-100 is a cyber-espionage APT that targets government and private sector organizations globally, exploiting vulnerabilities in internet-facing devices such as Citrix NetScaler and F5 BIG-IP for initial access. The group employs open-source tools like Pantegana and SparkRAT for persistence and post-exploitation activities, including credential theft and email data exfiltration. TAG-100 has compromised entities in at least ten countries, including two Asia-Pacific intergovernmental organizations, and focuses on sectors like education, finance, and local government. Their operations highlight the challenges of attribution due to the use of off-the-shelf tools and techniques that overlap with other state-sponsored groups.","There, are, currently, no, families, associated, with, this, actor."
Storm-2139,,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-2139,"Storm-2139 is a cybercrime group that exploited stolen API keys from compromised Azure OpenAI Service accounts to generate harmful content, including non-consensual intimate imagery, using the DALL-E model. The group utilized reverse proxy infrastructure and custom software to bypass guardrails in Microsoft’s GenAI services. Microsoft has filed a lawsuit against four individuals associated with Storm-2139, alleging they modified customer systems and resold access to these capabilities. The group systematically harvested authentication tokens from U.S.-based enterprises and is linked to a broader network of illicit AI tool development and distribution.","There, are, currently, no, families, associated, with, this, actor."
Storm-2372,,ru,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-2372,"Storm-2372 is a suspected nation-state actor aligned with Russian interests, engaging in device code phishing campaigns targeting governments, NGOs, and various industries across Europe, North America, Africa, and the Middle East. The actor employs tactics that involve impersonating prominent individuals through third-party messaging services like WhatsApp and Signal to gain rapport before sending phishing invitations. These invitations lure users into completing device code authentication requests, granting Storm-2372 initial access to victim accounts and enabling Graph API data collection activities, including email harvesting. Microsoft has observed the actor utilizing keyword searches within compromised accounts to exfiltrate sensitive information.","There, are, currently, no, families, associated, with, this, actor."
Storm-2460,,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-2460,"Storm-2460 is a threat actor that has exploited elevation of privilege vulnerabilities to deploy PipeMagic malware and ransomware, enabling them to escalate access within compromised environments. They have been observed using the certutil utility to download malware from compromised legitimate third-party websites. Ransomware activity associated with Storm-2460 includes file encryption and the deployment of a ransom note named !_READ_ME_REXX2_!.txt. Microsoft recommends prioritizing security updates for elevation of privilege vulnerabilities to mitigate the impact of this actor's activities.","There, are, currently, no, families, associated, with, this, actor."
Storm-2603,,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-2603,"The group Microsoft tracks as Storm-2603 is assessed with medium confidence to be a China-based threat actor. Microsoft has not identified links between Storm-2603 and other known Chinese threat actors. Microsoft tracks this threat actor in association with attempts to steal MachineKeys via the on-premises SharePoint vulnerabilities. Although Microsoft has observed this threat actor deploying Warlock and Lockbit ransomware in the past, Microsoft is currently unable to confidently assess the threat actor’s objectives.  Additional actors may use these exploits to target unpatched on-premises SharePoint systems, further emphasizing the need for organizations to implement mitigations and security updates immediately.","There, are, currently, no, families, associated, with, this, actor."
Storm Cloud,,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/storm_cloud,"Storm Cloud is a Chinese espionage threat actor known for targeting organizations across Asia, particularly Tibetan organizations and individuals. They use a variety of malware families, including GIMMICK and GOSLU, which are feature-rich and multi-platform. Storm Cloud leverages public cloud hosting services like Google Drive for command-and-control channels, making it difficult to detect their activities.","There, are, currently, no, families, associated, with, this, actor."
StucxTeam,,,https://malpedia.caad.fkie.fraunhofer.de/actor/stucxteam,"Stucx is a threat actor known for targeting Israeli systems, including SCADA systems and the Red Alert missile protection system. Stucx Team has also developed a mobile application called MyOPECS for coordinating attacks, which includes features like DDoS attacks and is expected to add more capabilities in the future. Additionally, they have been observed using VPNs and proxy software to conceal their activities and have a history of making threats against those who cooperate with Israel.","There, are, currently, no, families, associated, with, this, actor."
Sunglow Blizzard,aka: DEV-0665,ru,https://malpedia.caad.fkie.fraunhofer.de/actor/sunglow_blizzard,"DEV-0665 is a threat actor associated with the HermeticWiper attacks. Their objective is to disrupt, degrade, and destroy specific resources within a targeted country.","There, are, currently, no, families, associated, with, this, actor."
SYLHET GANG-SG,,,https://malpedia.caad.fkie.fraunhofer.de/actor/sylhet_gang-sg,"SYLHET GANG-SG is a hacktivist group that has targeted critical infrastructure and various entities, including the Central European University and the EU Parliament, often articulating their rationale for attacks. They have been involved in DDoS attacks against Western targets, including the personal website of UK Prime Minister Sunak and the Cyprus police. The group has also declared allegiance to the KillNet 2.0 hacker collective, focusing on threats against allies of Israel.","There, are, currently, no, families, associated, with, this, actor."
TA2536,,ng,https://malpedia.caad.fkie.fraunhofer.de/actor/ta2536,"TA2536, which has been active since at least 2015, is likely Nigerian based on its unique linguistic style, tactics and tools. It uses keyloggers such as HawkEye and distinctive stylometric features in typo-squatted domains that resemble legitimate names and the use of recurring names and substrings in email addresses.","There, are, currently, no, families, associated, with, this, actor."
TA2541,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta2541,"Persistent cybercrime threat actor targeting aviation, aerospace, transportation, manufacturing, and defense industries for years. This threat actor consistently uses remote access trojans (RATs) that can be used to remotely control compromised machines. This threat actor uses consistent themes related to aviation, transportation, and travel. The threat actor has used similar themes and targeting since 2017.","There, are, currently, no, families, associated, with, this, actor."
TA2552,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta2552,"Since January 2020, Proofpoint researchers have tracked an actor abusing Microsoft Office 365 (O365) third-party application (3PA) access, with suspected activity dating back to August 2019. The actor, known as TA2552, uses well-crafted Spanish language lures that leverage a narrow range of themes and brands. The lures entice users to click a link in the message, taking them to the legitimate Microsoft third-party apps consent page. There they are prompted to grant a third-party application read-only user permissions to their O365 account via OAuth2 or other token-based authorization methods. TA2552 seeks access to specific account resources like the user’s contacts and mail. Requesting read-only permissions for such account resources could be used to conduct account reconnaissance, silently steal data, or to intercept password reset messages from other accounts such as those at financial institutions. While organizations with global presence have received messages from this group, they appear to choose recipients who are likely Spanish speakers.","There, are, currently, no, families, associated, with, this, actor."
TA2719,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta2719,"In late March 2020, Proofpoint researchers began tracking a new actor with a penchant for using NanoCore and later AsyncRAT, popular commodity remote access trojans (RATs). Dubbed TA2719 by Proofpoint, the actor uses localized lures with colorful images that impersonate local banks, law enforcement, and shipping services. Proofpoint has observed this actor send low volume campaigns to recipients in Austria, Chile, Greece, Hungary, Italy, North Macedonia, Netherlands, Spain, Sweden, Taiwan, United States, and Uruguay.","There, are, currently, no, families, associated, with, this, actor."
TA2722,aka: Balikbayan Foxes,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta2722,"TA2722 is a highly active threat actor that targets various industries including Shipping/Logistics, Manufacturing, Business Services, Pharmaceutical, and Energy. They primarily focus on organizations in North America, Europe, and Southeast Asia. This threat actor impersonates Philippine government entities and uses themes related to the government to gain remote access to target computers. Their objectives include information gathering, installing follow-on malware, and engaging in business email compromise activities.","There, are, currently, no, families, associated, with, this, actor."
TA2725,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta2725,"TA2725 is a threat actor that has been tracked since March 2022. They primarily target organizations in Brazil and Mexico using Brazilian banking malware and phishing techniques. Recently, they have expanded their operations to also target victims in Spain and Mexico simultaneously. TA2725 typically uses GoDaddy virtual hosting for their URL redirector and hosts malicious files on legitimate cloud hosting providers like Amazon AWS, Google Cloud, or Microsoft Azure. They have been known to spoof legitimate companies, such as ÉSECÈ Group, to deceive their victims.","There, are, currently, no, families, associated, with, this, actor."
TA402,,ps,https://malpedia.caad.fkie.fraunhofer.de/actor/ta402,"TA402 is an APT group that has been tracked by Proofpoint since  2020. They primarily target government entities in the Middle East and North Africa, with a focus on intelligence collection. TA402 is known for using sophisticated phishing campaigns and constantly updating their malware implants and delivery methods to evade detection. They have been observed using cloud services like Dropbox and Google Drive for hosting malicious payloads and command-and-control infrastructure.","There, are, currently, no, families, associated, with, this, actor."
TA406,,kr,https://malpedia.caad.fkie.fraunhofer.de/actor/ta406,"TA406 is engaging in malware distribution, phishing, intelligence collection, and cryptocurrency theft, resulting in a wide range of criminal activities.","There, are, currently, no, families, associated, with, this, actor."
TA444,,kp,https://malpedia.caad.fkie.fraunhofer.de/actor/ta444,TA444 is a North Korea state-sponsored threat actor that primarily focuses on financially motivated operations. They have been active since at least 2017 and have recently shifted their attention to targeting cryptocurrencies. TA444 employs various infection methods and has a diverse range of malware and backdoors at their disposal. They have been attributed to stealing hundreds of millions of dollars' worth of cryptocurrency and related assets.,"There, are, currently, no, families, associated, with, this, actor."
TA453,,ir,https://malpedia.caad.fkie.fraunhofer.de/actor/ta453,"TA453 has employed the use of compromised accounts, malware, and confrontational lures to go after targets with a range of backgrounds from medical researchers to realtors to travel agencies.","There, are, currently, no, families, associated, with, this, actor."
TA455,,ir,https://malpedia.caad.fkie.fraunhofer.de/actor/ta455,"TA455 is an Iranian APT group targeting the aerospace industry through a campaign known as the “Iranian Dream Job Campaign,” utilizing deceptive job offers to lure victims. They employ spearphishing tactics with malicious ZIP files containing the executable “secur32[.]dll” and disguise their C2 communications within the traffic of reputable services like Cloudflare and GitHub. The group intentionally mimics the TTPs of the North Korean Lazarus group to mislead investigators and complicate attribution. Their multi-stage infection strategy enhances the likelihood of success while evading detection.","There, are, currently, no, families, associated, with, this, actor."
TA459,aka: G0062,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/ta459,Details for the TA459 threat actor (from the MISP Galaxy Project).,"There, are, currently, no, families, associated, with, this, actor."
TA482,,tr,https://malpedia.caad.fkie.fraunhofer.de/actor/ta482,"Since early 2022, Proofpoint researchers have observed a prolific threat actor, tracked as TA482, regularly engaging in credential harvesting campaigns that target the social media accounts of mostly US-based journalists and media organizations. This victimology, TA482’s use of services originating from Turkey to host its domains and infrastructure, as well as Turkey’s history of leveraging social media to spread pro-President Recep Tayyip Erdogan and pro-Justice and Development Party (Turkey’s ruling party) propaganda support Proofpoint’s assessment that TA482 is aligned with the Turkish state.","There, are, currently, no, families, associated, with, this, actor."
TA4903,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta4903,"TA4903 is a financially motivated threat actor known for conducting credential phishing and business email compromise campaigns. They target organizations in the U.S. across various sectors, spoofing government entities and private businesses. The actor has been observed using techniques such as QR codes in phishing campaigns and spoofing supplier domains to prompt victims to provide banking information. TA4903's activities typically involve stealing corporate credentials to facilitate follow-on BEC activities.","There, are, currently, no, families, associated, with, this, actor."
TA499,"aka: Vovan, Lexus",,https://malpedia.caad.fkie.fraunhofer.de/actor/ta499,"TA499, also known as Vovan and Lexus, is a Russia-aligned threat actor that has aggressively engaged in email campaigns since at least 2021.  The threat actor’s campaigns attempt to convince high-profile North American and European government officials as well as CEOs of prominent companies and celebrities into participating in recorded phone calls or video chats.","There, are, currently, no, families, associated, with, this, actor."
TA516,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta516,"This actor typically distributes instances of the SmokeLoader intermediate downloader, which, in turn, downloads additional malware of the actor’s choice -- often banking Trojans. Figure 3 shows a lure document from a November campaign in which TA516 distributed fake resumes with malicious macros that, if enabled, launch a PowerShell script that downloads SmokeLoader. In this instance, we observed SmokeLoader downloading a Monero coinminer. Since the middle of 2017, TA516 has used similar macro-laden documents as well as malicious JavaScript hosted on Google Drive to distribute both Panda Banker and a coinminer executable via SmokeLoader, often in the same campaigns.","There, are, currently, no, families, associated, with, this, actor."
TA530,,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/ta530,"TA530, who we previously examined in relation to large-scale personalized phishing campaigns","There, are, currently, no, families, associated, with, this, actor."
TA547,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta547,"TA547 is responsible for many other campaigns since at least November 2017. The other campaigns by the actor were often localized to countries such as Australia, Germany, the United Kingdom, and Italy. Delivered malware included ZLoader (a.k.a. Terdot), Gootkit, Ursnif, Corebot, Panda Banker, Atmos, Mazar Bot, and Red Alert Android malware.","There, are, currently, no, families, associated, with, this, actor."
TA554,aka: TH-163,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta554,"Since May 2018, Proofpoint researchers have observed email campaigns using a new downloader called sLoad. sLoad is a PowerShell downloader that most frequently delivers Ramnit banker and includes noteworthy reconnaissance features. The malware gathers information about the infected system including a list of running processes, the presence of Outlook, and the presence of Citrix-related files. sLoad can also take screenshots and check the DNS cache for specific domains (e.g., targeted banks), as well as load external binaries.While initial versions of sLoad appeared in May 2018, we began tracking the campaigns from this actor (internally named TA554) since at least the beginning of 2017.","There, are, currently, no, families, associated, with, this, actor."
TA555,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta555,"Beginning in May 2018, Proofpoint researchers observed a previously undocumented downloader dubbed AdvisorsBot appearing in malicious email campaigns. The campaigns appear to primarily target hotels, restaurants, and telecommunications, and are distributed by an actor we track as TA555. To date, we have observed AdvisorsBot used as a first-stage payload, loading a fingerprinting module that, as with Marap, is presumably used to identify targets of interest to further infect with additional modules or payloads. AdvisorsBot is under active development and we have also observed another version of the malware completely rewritten in PowerShell and .NET.","There, are, currently, no, families, associated, with, this, actor."
TA558,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta558,"Since 2018, security researchers tracked a financially-motivated cybercrime actor, TA558, targeting hospitality, travel, and related industries located in Latin America and sometimes North America, and western Europe. The actor sends malicious emails written in Portuguese, Spanish, and sometimes English. The emails use reservation-themed lures with business-relevant themes such as hotel room bookings. The emails may contain malicious attachments or URLs aiming to distribute one of at least 15 different malware payloads.","There, are, currently, no, families, associated, with, this, actor."
TA570,aka: DEV-0450,ru,https://malpedia.caad.fkie.fraunhofer.de/actor/ta570,"One of the most active Qbot malware affiliates, Proofpoint has tracked the large cybercrime threat actor TA570 since 2018.","There, are, currently, no, families, associated, with, this, actor."
TA571,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta571,"TA571 is a spam distributor actor known for delivering a variety of malware, including DarkGate, NetSupport RAT, and information stealers. They use phishing emails with macro-enabled attachments to spread malicious PDFs containing rogue OneDrive links. TA571 has been observed using unique filtering techniques with intermediary ""gates"" to target specific users and bypass automated sandboxing. Proofpoint assesses with high confidence that TA571 infections can lead to ransomware.","There, are, currently, no, families, associated, with, this, actor."
TA575,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta575,"TA575 is a Dridex affiliate tracked by Proofpoint since late 2020. This group distributes malware such as Dridex, Qakbot, and WastedLocker via malicious URLs, Office attachments, and password-protected files. On average, TA575 distributes almost 4,000 messages per campaign impacting hundreds of organizations.","There, are, currently, no, families, associated, with, this, actor."
TA577,aka: Hive0118,ru,https://malpedia.caad.fkie.fraunhofer.de/actor/ta577,"TA577 is a prolific cybercrime threat actor tracked by Proofpoint since mid-2020. This actor conducts broad targeting across various industries and geographies, and Proofpoint has observed TA577 deliver payloads including Qbot, IcedID, SystemBC, SmokeLoader, Ursnif, and Cobalt Strike.","There, are, currently, no, families, associated, with, this, actor."
TA800,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta800,"This attacker is an affiliate distributor of the The Trick, also known as Trickbot, and BazaLoader. (For more on how affiliates work, see the description of TA573).TA800 has targeted a wide range of industries in North America, infecting victims with banking Trojans and malware loaders (malware designed to download other malware onto a compromised device). Malicious emails have often included recipients’ names, titles and employers along with phishing pages designed to look like the targeted company. Lures have included hard-to-resist subjects such as related to payment, meetings, termination, bonuses and complaints in the subject line or body of the email.","There, are, currently, no, families, associated, with, this, actor."
